Time,Flux,Flux Error
2036.2839066091353,1.000138759613037,0.0009993934072554111
2036.2866844778405,1.0018937587738037,0.0010007440578192472
2036.2880734121939,1.0000330209732056,0.0010003161150962114
2036.2894623465463,1.0020469427108765,0.0010012786369770765
2036.2908512813647,1.0010027885437012,0.0009999892208725214
2036.292240215718,1.0030298233032227,0.0010007456876337528
2036.2936291500705,1.0001423358917236,0.0010008533718064427
2036.2950180844232,0.998114824295044,0.000999888638034463
2036.2964070187766,1.0001739263534546,0.0010001640766859055
2036.297795953129,1.0008989572525024,0.001000438118353486
2036.2991848874817,1.000251054763794,0.0010007732780650258
2036.3005738223005,0.9997729659080505,0.000999932293780148
2036.3019627566532,1.0025964975357056,0.001000798656605184
2036.303351691006,1.0012128353118896,0.001000379677861929
2036.304740625359,0.9997422695159912,0.001000140211544931
2036.3061295597117,1.0011779069900513,0.0010007452219724655
2036.3075184940644,0.9974336624145508,0.0009994881693273783
2036.3089074284176,1.0004777908325195,0.0010011221747845411
2036.3102963627703,1.0013536214828491,0.0010008799144998193
2036.3116852971223,0.9959039092063904,0.0009992343839257956
2036.3130742314747,0.9987370371818542,0.0010012375423684716
2036.3144631658274,0.9986400008201599,0.0009997404413297772
2036.31585210018,0.9976333975791931,0.0009997283341363072
2036.3172410345333,0.9988055229187012,0.0009999560425058007
2036.318629968886,0.9995024800300598,0.0010007114615291357
2036.3200189032386,0.999394416809082,0.0010009272955358028
2036.3214078375918,1.0000495910644531,0.001001089345663786
2036.3227967719445,0.9993370175361633,0.0009997113374993205
2036.3241857062972,0.999082088470459,0.0010013602441176772
2036.3255746406503,0.9985909461975098,0.0010002750204876065
2036.326963575003,0.997558057308197,0.0010002972558140755
2036.32835250889,0.9998311996459961,0.0010009089019149542
2036.3297414432432,0.9987115859985352,0.0010000162292271852
2036.3311303775959,0.9992092251777649,0.0010002669878304005
2036.3325193119485,1.0029926300048828,0.0010012249695137143
2036.3339082463017,0.9984017610549927,0.0010006435913965106
2036.335297180655,0.9960584044456482,0.0010001332266256213
2036.3366861150075,0.9984416365623474,0.0010000542970374227
2036.3380750493602,0.9996647238731384,0.00100079330150038
2036.339463983248,0.998199999332428,0.0010009515099227428
2036.3408529176004,0.9958013892173767,0.0009994652355089784
2036.342241851953,0.9953566193580627,0.0009997326415032148
2036.3436307863064,1.0000529289245605,0.0010023165959864855
2036.345019720659,0.997073769569397,0.001000286196358502
2036.346408654546,0.997566819190979,0.0010004303185269237
2036.3477975888986,0.9979661703109741,0.0009993541752919555
2036.3491865232504,0.9973230957984924,0.001000804710201919
2036.350575457603,1.0003721714019775,0.001001163269393146
2036.3519643914906,0.9988494515419006,0.0010005434742197394
2036.3533533258433,0.9992531538009644,0.0010011022677645087
2036.354742260196,0.9986763000488281,0.0010018637403845787
2036.356131194549,0.9976127743721008,0.0009995452128350735
2036.3575201284361,0.9992421865463257,0.0010005678050220013
2036.3589090627888,0.9974945783615112,0.0009992376435548067
2036.360297997142,0.9981436133384705,0.0009999173926189542
2036.361686931029,0.9982547760009766,0.001000512158498168
2036.3630758653817,0.996217668056488,0.0010003183269873261
2036.3644647997348,0.9970000982284546,0.0009995201835408807
2036.3658537336219,0.9985894560813904,0.0010008095996454358
2036.3672426679746,0.9992298483848572,0.0010011382400989532
2036.368631601862,0.9984460473060608,0.0010006396332755685
2036.3700205362147,0.9984590411186218,0.000998930772766471
2036.3714094705674,0.9975969195365906,0.0010003243805840611
2036.372798404455,0.9995541572570801,0.001000597607344389
2036.3741873388076,0.997762143611908,0.0010004203068092465
2036.3755762731603,0.9970046281814575,0.001000607036985457
2036.3769652070478,0.9979131817817688,0.0010000946931540966
2036.3783541414005,0.995069146156311,0.000999711686745286
2036.3797430752875,0.9979113340377808,0.0010003054048866034
2036.3811320096406,0.9983726143836975,0.0009995498694479465
2036.3825209435277,0.9990278482437134,0.0010001054033637047
2036.3839098778794,0.9987201690673828,0.0010010618716478348
2036.3852988117665,0.999806821346283,0.0010005435906350613
2036.3866877461192,0.9992531538009644,0.0010013491846621037
2036.3880766800062,0.9987353682518005,0.0010009997058659792
2036.3894656143593,0.9992178678512573,0.0010008810786530375
2036.3908545482464,0.9989316463470459,0.0010004453361034393
2036.392243482599,1.000357985496521,0.0010013272985816002
2036.3936324164865,0.9973393678665161,0.0010000874754041433
2036.3950213508392,0.9989084005355835,0.001000689808279276
2036.3964102847262,0.9983683824539185,0.0010011109989136457
2036.3977992190794,0.9993693232536316,0.001000668155029416
2036.3991881529664,0.9973075985908508,0.0009996907319873571
2036.4005770868534,0.9967828392982483,0.001000210060738027
2036.4019660212066,0.9988551735877991,0.0010003531351685524
2036.403354955094,0.997842013835907,0.0010002946946769953
2036.4047438894468,1.0001763105392456,0.0010009856196120381
2036.4061328233338,0.9980846643447876,0.0009997186716645956
2036.4075217572213,0.9983984231948853,0.0010011220583692193
2036.408910691574,0.9994844198226929,0.001000723335891962
2036.410299625461,1.0010775327682495,0.0010010255500674248
2036.4116885598141,1.0001413822174072,0.0010008311364799738
2036.4130774937012,1.0007625818252563,0.001000686432234943
2036.4144664275882,0.9993158578872681,0.0010012815473601222
2036.4158553619413,0.9985114336013794,0.0010004458017647266
2036.4172442958284,1.0004323720932007,0.0010002471972256899
2036.4186332297154,0.9997099041938782,0.0010010827099904418
2036.4200221636029,0.9984979033470154,0.0010000437032431364
2036.421411097955,0.9996943473815918,0.0010013086721301079
2036.4228000318412,0.9997316598892212,0.0009999600006267428
2036.4241889657287,1.0014091730117798,0.0010005432413890958
2036.4255779000814,0.9990736246109009,0.0010001504560932517
2036.4269668339684,1.0010188817977905,0.0010018573375418782
2036.428355767856,0.9984927773475647,0.0010001111077144742
2036.429744701743,0.9989245533943176,0.0010003382340073586
2036.4311336360956,0.9985873103141785,0.001000356744043529
2036.4325225699831,1.0020040273666382,0.0010014371946454048
2036.4339115038701,1.0013076066970825,0.0010007983073592186
2036.4353004377572,0.9998148679733276,0.0010007572127506137
2036.4366893721103,1.0012987852096558,0.001001134980469942
2036.4380783059974,1.0021902322769165,0.0010010050609707832
2036.4394672398844,1.0011262893676758,0.0010017879540100694
2036.4408561737719,0.9994966983795166,0.001000431482680142
2036.442245107659,1.0009845495224,0.0009994442807510495
2036.443634041546,1.0009442567825317,0.0010004270588979125
2036.445022975899,1.0003926753997803,0.001001326134428382
2036.446411909786,0.9983952641487122,0.0010002594208344817
2036.4478008436731,1.0026061534881592,0.0010014630388468504
2036.4491897775606,1.0006494522094727,0.0010002991184592247
2036.4505787114476,1.0015971660614014,0.001001013908535242
2036.4519676453347,1.0000759363174438,0.0010003750212490559
2036.4533565792221,1.0003622770309448,0.001000687712803483
2036.4547455131092,1.0003573894500732,0.0010008282260969281
2036.4561344474619,0.9998514652252197,0.0010007524397224188
2036.4575233813487,1.0001699924468994,0.0010015672305598855
2036.458912315235,0.9998210072517395,0.0010001430055126548
2036.460301249122,1.0020133256912231,0.0010013626888394356
2036.4616901830095,0.9993508458137512,0.0009997754823416471
2036.4630791168966,0.998699963092804,0.0010003315983340144
2036.4644680507836,1.000779628753662,0.0010010104160755873
2036.465856984671,1.0005875825881958,0.0010005771182477474
2036.467245918558,1.0003299713134766,0.0010005516232922673
2036.468634852445,1.0009390115737915,0.001001124968752265
2036.4700237863326,0.998600423336029,0.0010002170456573367
2036.47141272022,1.0007950067520142,0.0010013006394729018
2036.4728016541071,0.9993622303009033,0.0009998040040954947
2036.4741905879941,1.0014113187789917,0.0010016226442530751
2036.4755795218816,0.9992157220840454,0.001000155694782734
2036.4769684557687,0.9993091225624084,0.0010006983065977693
2036.4783573896557,1.0019270181655884,0.0010010423138737679
2036.4797463235432,1.0015983581542969,0.001001271535642445
2036.4811352574302,1.0001291036605835,0.001000808086246252
2036.4825241913172,0.9999253749847412,0.0010007884120568633
2036.4839131252047,1.0001596212387085,0.0010012247366830707
